commune,code_commune,code_postal,type_local,surface_m2,pieces,valeur_fonciere,prix_m2,date_mutation
Nantes,44109,44300,Maison,169.0,4.0,546000.0,3230.77,2023-08-24
Nantes,44109,44300,Maison,169.0,4.0,546000.0,3230.77,2023-08-24
Nantes,44109,44000,Maison,169.0,6.0,1315000.0,7781.07,2023-08-24
Nantes,44109,44000,Maison,170.0,7.0,1135000.0,6676.47,2023-02-07
Nantes,44109,44000,Maison,171.0,8.0,949700.0,5553.8,2023-10-11
Nantes,44109,44200,Maison,173.0,7.0,818000.0,4728.32,2023-04-27
Nantes,44109,44300,Maison,173.0,8.0,815000.0,4710.98,2023-12-11
Nantes,44109,44300,Maison,174.0,6.0,429000.0,2465.52,2023-12-08
Nantes,44109,44300,Maison,175.0,7.0,715000.0,4085.71,2023-01-27
Nantes,44109,44100,Maison,175.0,7.0,670000.0,3828.57,2023-07-10
Nantes,44109,44300,Maison,175.0,9.0,750000.0,4285.71,2023-08-10
Nantes,44109,44000,Maison,175.0,6.0,210000.0,1200.0,2023-12-12
Nantes,44109,44000,Maison,177.0,10.0,650000.0,3672.32,2023-09-28
Nantes,44109,44100,Maison,178.0,6.0,812000.0,4561.8,2023-03-17
Nantes,44109,44300,Maison,178.0,7.0,713000.0,4005.62,2023-07-20
Nantes,44109,44300,Maison,179.0,7.0,880000.0,4916.2,2023-06-30
Nantes,44109,44300,Maison,179.0,4.0,725000.0,4050.28,2023-07-19
Nantes,44109,44300,Maison,179.0,8.0,1272500.0,7108.94,2023-10-02
Nantes,44109,44000,Maison,180.0,6.0,867400.0,4818.89,2023-01-27
Nantes,44109,44100,Maison,180.0,6.0,1035000.0,5750.0,2023-02-27
Nantes,44109,44100,Maison,180.0,6.0,965000.0,5361.11,2023-07-12
Nantes,44109,44300,Maison,180.0,8.0,2040000.0,11333.33,2023-07-13
Nantes,44109,44300,Maison,180.0,6.0,825000.0,4583.33,2023-08-25
Nantes,44109,44100,Maison,180.0,7.0,890000.0,4944.44,2023-12-01
Nantes,44109,44300,Maison,180.0,8.0,443000.0,2461.11,2023-12-15
Nantes,44109,44000,Maison,181.0,5.0,800000.0,4419.89,2023-03-15
Nantes,44109,44000,Maison,181.0,8.0,1056000.0,5834.25,2023-04-14
Nantes,44109,44100,Maison,181.0,7.0,770000.0,4254.14,2023-09-11
Nantes,44109,44300,Maison,183.0,5.0,475000.0,2595.63,2023-03-31
Nantes,44109,44300,Maison,184.0,6.0,940000.0,5108.7,2023-01-20
Nantes,44109,44300,Maison,186.0,7.0,1042100.0,5602.69,2023-07-13
Nantes,44109,44300,Maison,188.0,7.0,1185000.0,6303.19,2023-03-31
Nantes,44109,44000,Maison,188.0,7.0,810000.0,4308.51,2023-10-30
Nantes,44109,44300,Maison,189.0,6.0,810000.0,4285.71,2023-05-02
Nantes,44109,44000,Maison,189.0,7.0,975000.0,5158.73,2023-08-10
Nantes,44109,44300,Maison,191.0,7.0,524100.0,2743.98,2023-06-19
Nantes,44109,44100,Maison,192.0,8.0,1000000.0,5208.33,2023-03-15
Nantes,44109,44100,Maison,193.0,6.0,187500.0,971.5,2023-10-30
Nantes,44109,44100,Maison,195.0,6.0,640000.0,3282.05,2023-07-07
Nantes,44109,44200,Maison,197.0,6.0,815000.0,4137.06,2023-01-27
Nantes,44109,44200,Maison,197.0,6.0,815000.0,4137.06,2023-01-27
Nantes,44109,44100,Maison,198.0,7.0,665000.0,3358.59,2023-03-21
Nantes,44109,44100,Maison,200.0,8.0,1045000.0,5225.0,2023-01-25
Nantes,44109,44300,Maison,200.0,4.0,165150.0,825.75,2023-03-10
Nantes,44109,44300,Maison,200.0,8.0,718000.0,3590.0,2023-04-03
Nantes,44109,44300,Maison,200.0,7.0,575000.0,2875.0,2023-03-30
Nantes,44109,44300,Maison,200.0,8.0,1700000.0,8500.0,2023-04-21
Nantes,44109,44000,Maison,201.0,9.0,972578.0,4838.7,2023-01-30
Nantes,44109,44000,Maison,201.0,8.0,490186.5,2438.74,2023-02-10
Nantes,44109,44300,Maison,202.0,8.0,920000.0,4554.46,2023-10-24
Nantes,44109,44300,Maison,203.0,5.0,800000.0,3940.89,2023-02-17
Nantes,44109,44300,Maison,204.0,9.0,1093485.0,5360.22,2023-06-07
Nantes,44109,44100,Maison,205.0,7.0,840000.0,4097.56,2023-10-19
Nantes,44109,44100,Maison,209.0,8.0,1180000.0,5645.93,2023-01-25
Nantes,44109,44300,Maison,210.0,9.0,1165000.0,5547.62,2023-01-20
Nantes,44109,44300,Maison,210.0,6.0,1300000.0,6190.48,2023-08-16
Nantes,44109,44300,Maison,211.0,9.0,2040000.0,9668.25,2023-07-13
Nantes,44109,44200,Maison,212.0,9.0,727430.0,3431.27,2023-08-28
Nantes,44109,44300,Maison,215.0,6.0,850000.0,3953.49,2023-02-10
Nantes,44109,44000,Maison,229.0,7.0,881000.0,3847.16,2023-04-04
Nantes,44109,44000,Maison,229.0,7.0,828000.0,3615.72,2023-06-14
Nantes,44109,44000,Maison,229.0,7.0,828000.0,3615.72,2023-06-14
Nantes,44109,44000,Maison,235.0,10.0,1060000.0,4510.64,2023-11-30
Nantes,44109,44300,Maison,240.0,15.0,550000.0,2291.67,2023-06-19
Nantes,44109,44300,Maison,240.0,15.0,550000.0,2291.67,2023-06-19
Nantes,44109,44000,Maison,240.0,2.0,979500.0,4081.25,2023-07-13
Nantes,44109,44000,Maison,240.0,7.0,1255000.0,5229.17,2023-11-07
Nantes,44109,44000,Maison,242.0,8.0,1600000.0,6611.57,2023-03-27
Nantes,44109,44300,Maison,245.0,9.0,562000.0,2293.88,2023-03-21
Nantes,44109,44300,Maison,245.0,9.0,620000.0,2530.61,2023-07-07
Nantes,44109,44000,Maison,250.0,9.0,1200000.0,4800.0,2023-09-27
Nantes,44109,44300,Maison,250.0,7.0,1120000.0,4480.0,2023-10-27
Nantes,44109,44000,Maison,252.0,7.0,1590000.0,6309.52,2023-08-03
Nantes,44109,44000,Maison,274.0,12.0,1460000.0,5328.47,2023-10-18
Nantes,44109,44100,Maison,277.0,10.0,960000.0,3465.7,2023-04-14
Nantes,44109,44000,Maison,281.0,8.0,1797570.0,6397.05,2023-01-11
Nantes,44109,44300,Maison,314.0,9.0,1180000.0,3757.96,2023-09-08
Nantes,44109,44300,Maison,314.0,9.0,1180000.0,3757.96,2023-09-08
Rezé,44143,44400,Appartement,15.0,1.0,89500.0,5966.67,2023-06-21
Rezé,44143,44400,Appartement,15.0,1.0,85000.0,5666.67,2023-07-07
Rezé,44143,44400,Appartement,17.0,1.0,665000.0,39117.65,2023-03-15
Rezé,44143,44400,Appartement,20.0,1.0,70000.0,3500.0,2023-06-30
Rezé,44143,44400,Appartement,22.0,1.0,89500.0,4068.18,2023-06-21
Rezé,44143,44400,Appartement,22.0,2.0,89500.0,4068.18,2023-06-21
Rezé,44143,44400,Appartement,23.0,1.0,85000.0,3695.65,2023-05-31
Rezé,44143,44400,Appartement,27.0,2.0,89500.0,3314.81,2023-06-21
Rezé,44143,44400,Appartement,28.0,1.0,115000.0,4107.14,2023-01-26
Rezé,44143,44400,Appartement,28.0,1.0,102500.0,3660.71,2023-03-03
Rezé,44143,44400,Appartement,28.0,1.0,89500.0,3196.43,2023-06-21
Rezé,44143,44400,Appartement,29.0,1.0,665000.0,22931.03,2023-03-15
Rezé,44143,44400,Appartement,31.0,1.0,81500.0,2629.03,2023-02-13
Rezé,44143,44400,Appartement,32.0,3.0,125494.0,3921.69,2023-05-05
Rezé,44143,44400,Appartement,33.0,2.0,89500.0,2712.12,2023-06-21
Rezé,44143,44400,Appartement,33.0,1.0,120000.0,3636.36,2023-07-13
Rezé,44143,44400,Appartement,33.0,1.0,108000.0,3272.73,2023-09-22
Rezé,44143,44400,Appartement,34.0,2.0,118500.0,3485.29,2023-10-24
Rezé,44143,44400,Appartement,35.0,1.0,120000.0,3428.57,2023-03-08
Rezé,44143,44400,Appartement,35.0,2.0,132000.0,3771.43,2023-02-28
Rezé,44143,44400,Appartement,35.0,2.0,192000.0,5485.71,2023-03-20
Rezé,44143,44400,Appartement,35.0,2.0,125000.0,3571.43,2023-03-15
Rezé,44143,44400,Appartement,36.0,2.0,125000.0,3472.22,2023-11-22
Rezé,44143,44400,Appartement,36.0,2.0,116250.0,3229.17,2023-12-19
Rezé,44143,44400,Appartement,37.0,2.0,147000.0,3972.97,2023-03-29
Rezé,44143,44400,Appartement,38.0,2.0,123490.0,3249.74,2023-02-09
Rezé,44143,44400,Appartement,39.0,2.0,101150.0,2593.59,2023-12-13
Rezé,44143,44400,Appartement,40.0,2.0,120000.0,3000.0,2023-06-05
Rezé,44143,44400,Appartement,40.0,2.0,170000.0,4250.0,2023-10-06
Rezé,44143,44400,Appartement,40.0,2.0,145000.0,3625.0,2023-10-12
Rezé,44143,44400,Appartement,41.0,2.0,150000.0,3658.54,2023-02-06
Rezé,44143,44400,Appartement,41.0,2.0,145000.0,3536.59,2023-04-04
Rezé,44143,44400,Appartement,41.0,2.0,155500.0,3792.68,2023-04-27
Rezé,44143,44400,Appartement,41.0,2.0,118000.0,2878.05,2023-07-28
Rezé,44143,44400,Appartement,41.0,2.0,161000.0,3926.83,2023-10-23
Rezé,44143,44400,Appartement,42.0,2.0,157500.0,3750.0,2023-06-16
Rezé,44143,44400,Appartement,42.0,2.0,169000.0,4023.81,2023-09-26
Rezé,44143,44400,Appartement,43.0,2.0,157000.0,3651.16,2023-06-05
Rezé,44143,44400,Appartement,43.0,2.0,155000.0,3604.65,2023-07-31
Rezé,44143,44400,Appartement,44.0,2.0,160000.0,3636.36,2023-02-22
Rezé,44143,44400,Appartement,44.0,2.0,150000.0,3409.09,2023-08-01
Rezé,44143,44400,Appartement,44.0,1.0,155000.0,3522.73,2023-09-19
Rezé,44143,44400,Appartement,44.0,2.0,170000.0,3863.64,2023-10-02
Rezé,44143,44400,Appartement,44.0,2.0,178000.0,4045.45,2023-10-16
Rezé,44143,44400,Appartement,44.0,3.0,155000.0,3522.73,2023-12-11
Rezé,44143,44400,Appartement,44.0,2.0,89000.0,2022.73,2023-12-15
Rezé,44143,44400,Appartement,45.0,2.0,123000.0,2733.33,2023-01-19
Rezé,44143,44400,Appartement,45.0,2.0,165000.0,3666.67,2023-02-09
Rezé,44143,44400,Appartement,45.0,2.0,100000.0,2222.22,2023-02-20
Rezé,44143,44400,Appartement,45.0,2.0,168000.0,3733.33,2023-04-04
Rezé,44143,44400,Appartement,45.0,2.0,120000.0,2666.67,2023-05-15
Rezé,44143,44400,Appartement,45.0,2.0,89500.0,1988.89,2023-06-21
Rezé,44143,44400,Appartement,45.0,2.0,106500.0,2366.67,2023-06-28
Rezé,44143,44400,Appartement,45.0,2.0,110500.0,2455.56,2023-08-03
Rezé,44143,44400,Appartement,45.0,2.0,160000.0,3555.56,2023-08-28
Rezé,44143,44400,Appartement,45.0,2.0,167000.0,3711.11,2023-09-25
Rezé,44143,44400,Appartement,45.0,3.0,145000.0,3222.22,2023-10-13
Rezé,44143,44400,Appartement,45.0,2.0,142800.0,3173.33,2023-10-30
Rezé,44143,44400,Appartement,45.0,2.0,180000.0,4000.0,2023-12-21
Rezé,44143,44400,Appartement,46.0,2.0,150000.0,3260.87,2023-01-24
Rezé,44143,44400,Appartement,46.0,2.0,155000.0,3369.57,2023-01-27
Rezé,44143,44400,Appartement,46.0,2.0,122100.0,2654.35,2023-02-01
Rezé,44143,44400,Appartement,46.0,2.0,155000.0,3369.57,2023-02-20
Rezé,44143,44400,Appartement,46.0,2.0,119019.64,2587.38,2023-02-09
Rezé,44143,44400,Appartement,46.0,2.0,120600.0,2621.74,2023-03-01
Rezé,44143,44400,Appartement,46.0,2.0,123500.0,2684.78,2023-04-12
Rezé,44143,44400,Appartement,46.0,2.0,119900.0,2606.52,2023-04-13
Rezé,44143,44400,Appartement,46.0,2.0,123924.4,2694.01,2023-04-24
Rezé,44143,44400,Appartement,46.0,2.0,119354.42,2594.66,2023-05-05
Rezé,44143,44400,Appartement,46.0,2.0,177900.0,3867.39,2023-06-12
Rezé,44143,44400,Appartement,46.0,3.0,165000.0,3586.96,2023-06-19
Rezé,44143,44400,Appartement,46.0,2.0,129700.0,2819.57,2023-06-13
Rezé,44143,44400,Appartement,46.0,2.0,170000.0,3695.65,2023-06-29
Rezé,44143,44400,Appartement,46.0,2.0,121627.23,2644.07,2023-07-03
Rezé,44143,44400,Appartement,46.0,2.0,120600.0,2621.74,2023-08-24
Rezé,44143,44400,Appartement,46.0,2.0,165000.0,3586.96,2023-09-11
Rezé,44143,44400,Appartement,46.0,2.0,127500.0,2771.74,2023-08-31
Rezé,44143,44400,Appartement,46.0,2.0,175000.0,3804.35,2023-11-06
Rezé,44143,44400,Appartement,46.0,2.0,115400.0,2508.7,2023-11-30
Rezé,44143,44400,Appartement,47.0,2.0,665000.0,14148.94,2023-03-15
Rezé,44143,44400,Appartement,47.0,2.0,176000.0,3744.68,2023-05-17
Rezé,44143,44400,Appartement,47.0,2.0,150521.0,3202.57,2023-09-25
Rezé,44143,44400,Appartement,48.0,2.0,185200.0,3858.33,2023-05-11
Rezé,44143,44400,Appartement,48.0,2.0,167500.0,3489.58,2023-07-31
Rezé,44143,44400,Appartement,48.0,2.0,112100.0,2335.42,2023-11-07
Rezé,44143,44400,Appartement,48.0,2.0,155000.0,3229.17,2023-11-22
Rezé,44143,44400,Appartement,48.0,3.0,133000.0,2770.83,2023-12-15
Rezé,44143,44400,Appartement,49.0,2.0,85000.0,1734.69,2023-05-25
Rezé,44143,44400,Appartement,49.0,2.0,168000.0,3428.57,2023-07-10
Rezé,44143,44400,Appartement,50.0,1.0,110000.0,2200.0,2023-01-18
Rezé,44143,44400,Appartement,50.0,2.0,188000.0,3760.0,2023-05-09
Rezé,44143,44400,Appartement,50.0,2.0,140000.0,2800.0,2023-05-24
Rezé,44143,44400,Appartement,50.0,2.0,145800.0,2916.0,2023-08-29
Rezé,44143,44400,Appartement,50.0,2.0,140000.0,2800.0,2023-09-13
Rezé,44143,44400,Appartement,50.0,2.0,127000.0,2540.0,2023-10-03
Rezé,44143,44400,Appartement,50.0,2.0,155400.0,3108.0,2023-11-24
Rezé,44143,44400,Appartement,50.0,2.0,180000.0,3600.0,2023-11-30
Rezé,44143,44400,Appartement,50.0,2.0,112500.0,2250.0,2023-12-19
Rezé,44143,44400,Appartement,51.0,2.0,135000.0,2647.06,2023-05-17
Rezé,44143,44400,Appartement,51.0,2.0,120000.0,2352.94,2023-06-01
Rezé,44143,44400,Appartement,51.0,2.0,134400.0,2635.29,2023-06-21
Rezé,44143,44400,Appartement,51.0,2.0,93280.0,1829.02,2023-10-03
Rezé,44143,44400,Appartement,51.0,2.0,93280.0,1829.02,2023-10-12
Rezé,44143,44400,Appartement,51.0,2.0,165000.0,3235.29,2023-11-15
Rezé,44143,44400,Appartement,52.0,2.0,148500.0,2855.77,2023-07-27
Rezé,44143,44400,Appartement,52.0,2.0,167000.0,3211.54,2023-12-29
Rezé,44143,44400,Appartement,53.0,3.0,155100.0,2926.42,2023-01-19
Rezé,44143,44400,Appartement,53.0,3.0,155000.0,2924.53,2023-01-13
Rezé,44143,44400,Appartement,53.0,3.0,213000.0,4018.87,2023-02-10
Rezé,44143,44400,Appartement,53.0,3.0,165000.0,3113.21,2023-02-08
Rezé,44143,44400,Appartement,53.0,3.0,150000.0,2830.19,2023-02-24
Rezé,44143,44400,Appartement,53.0,3.0,145000.0,2735.85,2023-07-18
Rezé,44143,44400,Appartement,53.0,3.0,123000.0,2320.75,2023-11-24
Rezé,44143,44400,Appartement,54.0,2.0,138000.0,2555.56,2023-07-31
Rezé,44143,44400,Appartement,55.0,3.0,130000.0,2363.64,2023-02-09
Rezé,44143,44400,Appartement,55.0,2.0,95000.0,1727.27,2023-07-25
Rezé,44143,44400,Appartement,56.0,3.0,160000.0,2857.14,2023-01-05
Rezé,44143,44400,Appartement,56.0,3.0,183000.0,3267.86,2023-05-03
Rezé,44143,44400,Appartement,56.0,2.0,130000.0,2321.43,2023-04-14
Rezé,44143,44400,Appartement,56.0,2.0,140000.0,2500.0,2023-06-07
Rezé,44143,44400,Appartement,56.0,3.0,130000.0,2321.43,2023-06-21
Rezé,44143,44400,Appartement,56.0,3.0,132000.0,2357.14,2023-06-22
Rezé,44143,44400,Appartement,56.0,3.0,147000.0,2625.0,2023-08-30
Rezé,44143,44400,Appartement,57.0,2.0,135000.0,2368.42,2023-07-11
Rezé,44143,44400,Appartement,57.0,2.0,230000.0,4035.09,2023-09-18
Rezé,44143,44400,Appartement,57.0,3.0,160000.0,2807.02,2023-12-04
Rezé,44143,44400,Appartement,58.0,3.0,218000.0,3758.62,2023-01-04
Rezé,44143,44400,Appartement,58.0,3.0,144000.0,2482.76,2023-05-17
Rezé,44143,44400,Appartement,58.0,3.0,215000.0,3706.9,2023-06-26
Rezé,44143,44400,Appartement,58.0,3.0,165000.0,2844.83,2023-06-30
Rezé,44143,44400,Appartement,58.0,4.0,300000.0,5172.41,2023-07-06
Rezé,44143,44400,Appartement,58.0,2.0,220000.0,3793.1,2023-11-07
Rezé,44143,44400,Appartement,59.0,3.0,248000.0,4203.39,2023-01-11
Rezé,44143,44400,Appartement,59.0,2.0,155000.0,2627.12,2023-07-13
Rezé,44143,44400,Appartement,59.0,3.0,146500.0,2483.05,2023-10-13
Rezé,44143,44400,Appartement,59.0,3.0,180000.0,3050.85,2023-12-18
Rezé,44143,44400,Appartement,60.0,3.0,155263.5,2587.72,2023-01-30
Rezé,44143,44400,Appartement,60.0,3.0,128000.0,2133.33,2023-02-18
Rezé,44143,44400,Appartement,60.0,3.0,115000.0,1916.67,2023-05-30
Rezé,44143,44400,Appartement,60.0,3.0,180000.0,3000.0,2023-06-13
Rezé,44143,44400,Appartement,60.0,3.0,170000.0,2833.33,2023-07-03
Rezé,44143,44400,Appartement,60.0,3.0,153400.0,2556.67,2023-07-04
Rezé,44143,44400,Appartement,60.0,3.0,170000.0,2833.33,2023-07-07
Rezé,44143,44400,Appartement,61.0,3.0,225000.0,3688.52,2023-02-07
Rezé,44143,44400,Appartement,61.0,3.0,225000.0,3688.52,2023-02-22
Rezé,44143,44400,Appartement,61.0,3.0,147500.0,2418.03,2023-03-01
Rezé,44143,44400,Appartement,61.0,3.0,163100.0,2673.77,2023-04-28
Rezé,44143,44400,Appartement,61.0,3.0,163100.0,2673.77,2023-04-28
Rezé,44143,44400,Appartement,61.0,3.0,154700.0,2536.07,2023-06-06
Rezé,44143,44400,Appartement,61.0,3.0,152100.0,2493.44,2023-10-23
Rezé,44143,44400,Appartement,62.0,3.0,168000.0,2709.68,2023-01-11
Rezé,44143,44400,Appartement,62.0,3.0,162500.0,2620.97,2023-01-20
Rezé,44143,44400,Appartement,62.0,3.0,120217.0,1938.98,2023-02-03
Rezé,44143,44400,Appartement,62.0,3.0,140000.0,2258.06,2023-02-09
Rezé,44143,44400,Appartement,62.0,3.0,113000.0,1822.58,2023-03-06
Rezé,44143,44400,Appartement,62.0,4.0,665000.0,10725.81,2023-03-15
Rezé,44143,44400,Appartement,62.0,3.0,155000.0,2500.0,2023-04-06
Rezé,44143,44400,Appartement,62.0,3.0,148000.0,2387.1,2023-04-14
Rezé,44143,44400,Appartement,62.0,3.0,135000.0,2177.42,2023-05-24
Rezé,44143,44400,Appartement,62.0,3.0,148150.0,2389.52,2023-05-31
Rezé,44143,44400,Appartement,62.0,3.0,163000.0,2629.03,2023-05-31
Rezé,44143,44400,Appartement,62.0,3.0,158000.0,2548.39,2023-06-26
Rezé,44143,44400,Appartement,62.0,3.0,144510.0,2330.81,2023-07-28
Rezé,44143,44400,Appartement,62.0,3.0,226000.0,3645.16,2023-08-17
Rezé,44143,44400,Appartement,62.0,3.0,200000.0,3225.81,2023-08-01
Rezé,44143,44400,Appartement,62.0,3.0,150000.0,2419.35,2023-09-08
Rezé,44143,44400,Appartement,62.0,3.0,149000.0,2403.23,2023-09-11
Rezé,44143,44400,Appartement,62.0,3.0,128000.0,2064.52,2023-09-27
Rezé,44143,44400,Appartement,62.0,3.0,218000.0,3516.13,2023-10-11
Rezé,44143,44400,Appartement,62.0,3.0,124000.0,2000.0,2023-10-27
Rezé,44143,44400,Appartement,62.0,3.0,110000.0,1774.19,2023-11-14
Rezé,44143,44400,Appartement,62.0,3.0,105000.0,1693.55,2023-12-07
Rezé,44143,44400,Appartement,62.0,3.0,80000.0,1290.32,2023-12-23
Rezé,44143,44400,Appartement,63.0,3.0,166400.0,2641.27,2023-03-10
Rezé,44143,44400,Appartement,63.0,3.0,160000.0,2539.68,2023-03-22
Rezé,44143,44400,Appartement,63.0,3.0,154000.0,2444.44,2023-06-19
Rezé,44143,44400,Appartement,63.0,2.0,128000.0,2031.75,2023-06-24
Rezé,44143,44400,Appartement,63.0,3.0,150200.0,2384.13,2023-09-06
Rezé,44143,44400,Appartement,63.0,3.0,208000.0,3301.59,2023-09-22
Rezé,44143,44400,Appartement,63.0,3.0,154000.0,2444.44,2023-12-20
Rezé,44143,44400,Appartement,64.0,3.0,178185.88,2784.15,2023-01-13
Rezé,44143,44400,Appartement,64.0,3.0,160000.0,2500.0,2023-03-08
Rezé,44143,44400,Appartement,64.0,4.0,139000.0,2171.88,2023-06-09
Rezé,44143,44400,Appartement,64.0,3.0,237000.0,3703.12,2023-06-15
Rezé,44143,44400,Appartement,64.0,4.0,156600.0,2446.88,2023-06-23
Rezé,44143,44400,Appartement,64.0,3.0,190000.0,2968.75,2023-06-23
Rezé,44143,44400,Appartement,64.0,4.0,157000.0,2453.12,2023-07-11
Rezé,44143,44400,Appartement,64.0,3.0,190000.0,2968.75,2023-09-22
Rezé,44143,44400,Appartement,65.0,3.0,227000.0,3492.31,2023-02-16
Rezé,44143,44400,Appartement,65.0,3.0,218500.0,3361.54,2023-05-05
Rezé,44143,44400,Appartement,65.0,3.0,158500.0,2438.46,2023-05-25
Rezé,44143,44400,Appartement,65.0,3.0,159500.0,2453.85,2023-06-28
Rezé,44143,44400,Appartement,65.0,3.0,94800.0,1458.46,2023-09-05
Rezé,44143,44400,Appartement,65.0,3.0,165800.0,2550.77,2023-09-14
Rezé,44143,44400,Appartement,65.0,3.0,184900.0,2844.62,2023-12-18
Rezé,44143,44400,Appartement,66.0,3.0,175000.0,2651.52,2023-02-07
Rezé,44143,44400,Appartement,66.0,4.0,204500.0,3098.48,2023-03-02
Rezé,44143,44400,Appartement,66.0,3.0,165000.0,2500.0,2023-03-15
Rezé,44143,44400,Appartement,66.0,3.0,220000.0,3333.33,2023-04-06
Rezé,44143,44400,Appartement,66.0,3.0,168236.9,2549.04,2023-04-17
Rezé,44143,44400,Appartement,66.0,3.0,165488.52,2507.4,2023-05-02
Rezé,44143,44400,Appartement,66.0,3.0,179400.0,2718.18,2023-05-12
Rezé,44143,44400,Appartement,66.0,3.0,173000.0,2621.21,2023-07-10
Rezé,44143,44400,Appartement,67.0,3.0,205000.0,3059.7,2023-01-06
Rezé,44143,44400,Appartement,67.0,3.0,195000.0,2910.45,2023-02-28
Rezé,44143,44400,Appartement,67.0,3.0,250000.0,3731.34,2023-03-15
Rezé,44143,44400,Appartement,67.0,3.0,223000.0,3328.36,2023-03-21
Rezé,44143,44400,Appartement,67.0,3.0,270000.0,4029.85,2023-06-19
Rezé,44143,44400,Appartement,67.0,3.0,210000.0,3134.33,2023-06-29
Rezé,44143,44400,Appartement,67.0,3.0,95000.0,1417.91,2023-07-13
Rezé,44143,44400,Appartement,67.0,4.0,192000.0,2865.67,2023-07-31
Rezé,44143,44400,Appartement,67.0,3.0,197000.0,2940.3,2023-08-02
Rezé,44143,44400,Appartement,67.0,3.0,205220.0,3062.99,2023-12-13
Rezé,44143,44400,Appartement,68.0,2.0,190000.0,2794.12,2023-02-06
Rezé,44143,44400,Appartement,68.0,3.0,240000.0,3529.41,2023-03-03
Rezé,44143,44400,Appartement,68.0,3.0,180000.0,2647.06,2023-08-23
Rezé,44143,44400,Appartement,68.0,3.0,230218.0,3385.56,2023-11-21
Rezé,44143,44400,Appartement,68.0,3.0,235000.0,3455.88,2023-11-29
Rezé,44143,44400,Appartement,69.0,3.0,225000.0,3260.87,2023-02-17
Rezé,44143,44400,Appartement,69.0,3.0,275000.0,3985.51,2023-04-05
Rezé,44143,44400,Appartement,69.0,3.0,142000.0,2057.97,2023-04-28
Rezé,44143,44400,Appartement,69.0,3.0,140000.0,2028.99,2023-06-06
Rezé,44143,44400,Appartement,69.0,3.0,209000.0,3028.99,2023-06-15
Rezé,44143,44400,Appartement,69.0,3.0,190000.0,2753.62,2023-09-25
Rezé,44143,44400,Appartement,70.0,2.0,133000.0,1900.0,2023-06-08
Rezé,44143,44400,Appartement,70.0,4.0,225000.0,3214.29,2023-07-31
Rezé,44143,44400,Appartement,71.0,3.0,207350.0,2920.42,2023-09-14
Rezé,44143,44400,Appartement,71.0,4.0,186000.0,2619.72,2023-11-14
Rezé,44143,44400,Appartement,72.0,3.0,176000.0,2444.44,2023-03-10
Rezé,44143,44400,Appartement,72.0,4.0,127500.0,1770.83,2023-06-08
Rezé,44143,44400,Appartement,72.0,3.0,270000.0,3750.0,2023-08-04
Rezé,44143,44400,Appartement,72.0,3.0,184000.0,2555.56,2023-09-20
Rezé,44143,44400,Appartement,72.0,4.0,220000.0,3055.56,2023-12-13
Rezé,44143,44400,Appartement,73.0,4.0,170000.0,2328.77,2023-01-13
Rezé,44143,44400,Appartement,73.0,4.0,148000.0,2027.4,2023-01-09
Rezé,44143,44400,Appartement,73.0,4.0,209600.0,2871.23,2023-01-10
Rezé,44143,44400,Appartement,73.0,4.0,175000.0,2397.26,2023-02-02
Rezé,44143,44400,Appartement,73.0,4.0,198000.0,2712.33,2023-01-13
Rezé,44143,44400,Appartement,73.0,4.0,176388.0,2416.27,2023-02-16
Rezé,44143,44400,Appartement,73.0,4.0,143000.0,1958.9,2023-02-24
Rezé,44143,44400,Appartement,73.0,4.0,185000.0,2534.25,2023-03-03
Rezé,44143,44400,Appartement,73.0,4.0,179000.0,2452.05,2023-03-06
Rezé,44143,44400,Appartement,73.0,4.0,189000.0,2589.04,2023-03-23
Rezé,44143,44400,Appartement,73.0,4.0,165000.0,2260.27,2023-04-28
Rezé,44143,44400,Appartement,73.0,4.0,189500.0,2595.89,2023-04-26
Rezé,44143,44400,Appartement,73.0,4.0,140000.0,1917.81,2023-06-06
Rezé,44143,44400,Appartement,73.0,4.0,155000.0,2123.29,2023-05-26
Rezé,44143,44400,Appartement,73.0,4.0,65000.0,890.41,2023-07-04
Rezé,44143,44400,Appartement,73.0,4.0,136000.0,1863.01,2023-06-30
Rezé,44143,44400,Appartement,73.0,4.0,210000.0,2876.71,2023-07-12
Rezé,44143,44400,Appartement,73.0,4.0,153000.0,2095.89,2023-06-12
Rezé,44143,44400,Appartement,73.0,4.0,135000.0,1849.32,2023-08-21
Rezé,44143,44400,Appartement,73.0,4.0,164000.0,2246.58,2023-08-30
Rezé,44143,44400,Appartement,73.0,4.0,182000.0,2493.15,2023-09-12
Rezé,44143,44400,Appartement,73.0,4.0,110000.0,1506.85,2023-10-16
Rezé,44143,44400,Appartement,73.0,4.0,175000.0,2397.26,2023-12-28
Rezé,44143,44400,Appartement,74.0,4.0,309392.0,4180.97,2023-03-31
Rezé,44143,44400,Appartement,74.0,4.0,130000.0,1756.76,2023-04-17
Rezé,44143,44400,Appartement,74.0,4.0,210000.0,2837.84,2023-06-23
Rezé,44143,44400,Appartement,74.0,3.0,220000.0,2972.97,2023-11-07
Rezé,44143,44400,Appartement,75.0,4.0,210000.0,2800.0,2023-04-14
Rezé,44143,44400,Appartement,75.0,4.0,172000.0,2293.33,2023-09-27
Rezé,44143,44400,Appartement,75.0,4.0,245000.0,3266.67,2023-12-06
